NetworkID_All	Name_map	NetworkID	MappingID	Label_db	detected	NodeType	ChEBI	HMDB.lip	KEGG	HMDB.accession	Ensembl	Uniprot	X8_adj.pval	X8_logFC	X8_pval	X8_significance	X7_adj.pval	X7_logFC	X7_pval	X7_significance	X6_adj.pval	X6_logFC	X6_pval	X6_significance	X5_adj.pval	X5_logFC	X5_pval	X5_significance	X4_adj.pval	X4_logFC	X4_pval	X4_significance	X3_adj.pval	X3_logFC	X3_pval	X3_significance	X2_adj.pval	X2_logFC	X2_pval	X2_significance	X1_adj.pval	X1_logFC	X1_pval	X1_significance	MaxSig	Differential.feature	Label_Sig	Color8	Color7	Color6	Color5	Color4	Color3	Color2	Color1	ColorAny	Size8	Size7	Size6	Size5	Size4	Size3	Size2	Size1	SizeAny	ID	Map_No	Name	name
990	Pnliprp1	K1287, H362	Pnliprp1	Pnliprp1		GeneProduct																																										0	0	0	0	0	0	0	0	0	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1				
991	Pnliprp2	K1288, H367	Pnliprp2	Pnliprp2		GeneProduct																																										0	0	0	0	0	0	0	0	0	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1				
992	Pnp	R348, K1289	P85973, Pnp	PNP, Pnp	*	GeneProduct					ENSRNOG00000009982	P85973	1	0.02252084	0.7218905	0.141528673416921	1	0.0542061	0.4461434	0.350525527344088	1	-0.06222125	0.4233058	-0.373345780921836	1	-0.1723914	0.02259527	-1.64598246474174	1	0.06812333	0.2600406	0.584958840569842	1	0.08011907	0.2151913	0.667175290804763	1	0.06444643	0.268004	0.571858724012391	1	0.0002866645	0.9959241	0.00177375816988374	-1.64598246474174			0.02252084	0.0542061	-0.06222125	-0.1723914	0.06812333	0.08011907	0.06444643	0.0002866645	-0.1723914	0.1	0.1	0.1	0.1723914	0.1	0.1	0.1	0.1	0.1723914				
993	Pnpla2	K1290, H380	Pnpla2	Pnpla2	*	GeneProduct					ENSRNOG00000047551	P0C548	1	8.488674	0.04052887	1.39223550481014	1	6.664253	0.1502826	0.823091299928288	1	5.485135	0.2731388	0.563616602939703	1	7.109557	0.1450342	0.838529576248184	1	0.7944605	0.8750309	0.0579766104490664	1	-6.233263	0.2537294	-0.595629207520087	1	1.73657	0.7212188	0.141932961054123	1	-3.01255	0.5222408	-0.282129201983224	1.39223550481014			8.488674	6.664253	5.485135	7.109557	0.7944605	-6.233263	1.73657	-3.01255	8.488674	8.488674	6.664253	5.485135	7.109557	0.7944605	6.233263	1.73657	3.01255	8.488674				
994	Pnpla3	R190, H363	D3Z9J9, Pnpla3	Pnpla3	*	GeneProduct					ENSRNOG00000022268	D3Z9J9	1	0.2793728	0.6127069	0.212747228832316	1	-0.05549876	0.9288516	-0.0320536664684484	1	-0.4848739	0.4751619	-0.323158389750607	1	-0.2471064	0.7081278	-0.14988835555031	1	0.722423	0.2019336	0.694791412207877	1	0.8964772	0.1386035	0.858225802830311	1	-0.1886032	0.7318099	-0.135601719629012	1	1.262675	0.01591378	1.7982266501361	1.7982266501361			0.2793728	-0.05549876	-0.4848739	-0.2471064	0.722423	0.8964772	-0.1886032	1.262675	1.262675	0.2793728	0.1	0.4848739	0.2471064	0.722423	0.8964772	0.1886032	1.262675	1.262675				
995	Pnpla4	R225, H377	D4A227, Pnpla4	Pnpla4	*	GeneProduct					ENSRNOG00000026157	D4A227	1	0.1483397	0.6073748	0.216543230935993	1	-0.4835123	0.1469543	-0.832817701602596	1	-0.1417662	0.6914262	-0.160254167894795	1	0.1454883	0.6729625	0.172009135622714	1	0.2074707	0.4607841	0.336502515264964	1	-0.09110201	0.7640509	-0.116877708370919	1	0.0304303	0.9106665	0.0406406391930594	1	0.1489846	0.5667778	0.246587168880321	-0.832817701602596			0.1483397	-0.4835123	-0.1417662	0.1454883	0.2074707	-0.09110201	0.0304303	0.1489846	-0.4835123	0.1483397	0.4835123	0.1417662	0.1454883	0.2074707	0.1	0.1	0.1489846	0.4835123				
996	Pnpla5	R221	D3ZXU1	Pnpla5	*	GeneProduct					ENSRNOG00000022296	D3ZXU1	1	0.8270369	0.4330191	0.363492946968437	1	-2.193987	0.1141262	-0.942614642967933	1	1.818251	0.2065571	0.684959872399686	1	3.335038	0.01658324	1.78033061391525	1	-0.1178637	0.8950434	-0.0481559055516465	1	-1.199567	0.234839	-0.629229777619049	1	-2.16129	0.02196577	-1.6582535681378	1	-0.3743459	0.6529549	-0.185116814678296	1.78033061391525			0.8270369	-2.193987	1.818251	3.335038	-0.1178637	-1.199567	-2.16129	-0.3743459	3.335038	0.8270369	2.193987	1.818251	3.335038	0.1178637	1.199567	2.16129	0.3743459	3.335038				
997	Pnpla6	H175	Pnpla6	Pnpla6	*	GeneProduct					ENSRNOG00000000977	M0R715	1	-0.0248840824518948	0.830302731311692	-0.0807635334465611	1	0.0121712455718216	0.925586459199351	0.0335830074897747	1	-0.0151200636302892	0.915817610813072	-0.0381910094156573	1	-0.0062660098626296	0.964001040601884	-0.0159224972927998	1	-0.135514486002962	0.263327859116452	-0.579503191708572	1	-0.173587722768084	0.180071421815544	-0.744555206295568	1	0.0726103269656605	0.529278888543218	0.27631542845732	1	-0.0227801957168779	0.837950907002629	-0.0767814246184193	-0.744555206295568			-0.0248840824518948	0.0121712455718216	-0.0151200636302892	-0.0062660098626296	-0.135514486002962	-0.173587722768084	0.0726103269656605	-0.0227801957168779	-0.173587722768084	0.1	0.1	0.1	0.1	0.135514486002962	0.173587722768084	0.1	0.1	0.173587722768084				
998	Pnpla7	K1291, H177	Pnpla7	Pnpla7	*	GeneProduct					ENSRNOG00000008190	Q5BK26	1	-0.0429908	0.6161281	-0.210328983713248	1	-0.09375289	0.3306222	-0.480667988593362	1	-0.01825577	0.8620052	-0.0644901143092846	1	0.06963486	0.4955951	0.304872996189197	1	0.02451765	0.705209	0.151682153795581	1	0.2105088	0.00235883	2.62730335742823	1	0.1400789	0.02459486	1.60915564520876	1	0.1061284	0.07734865	1.11154726183103	2.62730335742823	*	Pnpla7	-0.0429908	-0.09375289	-0.01825577	0.06963486	0.02451765	0.2105088	0.1400789	0.1061284	0.2105088	0.1	0.1	0.1	0.1	0.1	0.2105088	0.1400789	0.1061284	0.2105088				
999	Pnpla8	R213, K1292, H174	D3ZRC4, Pnpla8	Pnpla8	*	GeneProduct					ENSRNOG00000039091	D3ZRC4	1	-0.0465634	0.5825389	-0.234675068600194	1	-0.1100663	0.2479877	-0.605569859313301	1	-0.1384377	0.1824479	-0.738861131058778	1	-0.01883853	0.8519511	-0.0695853320051667	1	-0.1459068	0.08878171	-1.05167649440401	1	-0.04002713	0.6619546	-0.179171795523449	1	-0.08346957	0.3111968	-0.506964877458336	1	-0.08714723	0.2726387	-0.564412497718017	-1.05167649440401			-0.0465634	-0.1100663	-0.1384377	-0.01883853	-0.1459068	-0.04002713	-0.08346957	-0.08714723	-0.1459068	0.1	0.1100663	0.1384377	0.1	0.1459068	0.1	0.1	0.1	0.1459068				
1000	Polr1a	K1293, H150	Polr1a	Polr1a	*	GeneProduct					ENSRNOG00000009545	O54889	1	-0.06873268	0.3855094	-0.413965027941536	1	-0.04583785	0.6069494	-0.216847513565227	1	-0.07248837	0.4577218	-0.339398402857289	1	0.0498305	0.5979827	0.223311380231017	1	0.004196137	0.9715352	0.0125414597180097	1	-0.1359486	0.2801932	-0.552542408801537	1	-0.07734235	0.4940456	-0.306232964205081	1	-0.1350137	0.2159239	-0.665699284188928	-0.665699284188928			-0.06873268	-0.04583785	-0.07248837	0.0498305	0.004196137	-0.1359486	-0.07734235	-0.1350137	-0.1359486	0.1	0.1	0.1	0.1	0.1	0.1359486	0.1	0.1350137	0.1359486				
1001	Polr1b	K1294, H133	Polr1b	Polr1b	*	GeneProduct					ENSRNOG00000018349	O54888	1	-0.1268446	0.2405365	-0.618819012654708	1	-0.0630297	0.6045399	-0.21857503015809	1	0.1020554	0.4414636	0.355105099494895	1	0.1457415	0.2558669	0.59198589260881	1	-0.02262555	0.8606157	-0.0651907354540535	1	0.07470304	0.5856111	0.232390700011376	1	0.2264275	0.06551423	1.18366435895073	1	0.1149292	0.3332329	0.477252127364014	1.18366435895073			-0.1268446	-0.0630297	0.1020554	0.1457415	-0.02262555	0.07470304	0.2264275	0.1149292	0.2264275	0.1268446	0.1	0.1020554	0.1457415	0.1	0.1	0.2264275	0.1149292	0.2264275				
1002	Polr1c	H152	Polr1c	Polr1c	*	GeneProduct					ENSRNOG00000019079	Q5RJK9	1	-0.08575668	0.4159186	-0.38099165742603	1	-0.1321001	0.266925	-0.573610748604454	1	0.038467	0.7669243	0.115247501389689	1	0.1036407	0.4087297	0.388563803498413	1	-0.03967666	0.7769134	-0.109627387889152	1	0.132254	0.3740638	0.427054318588595	1	-0.02990051	0.8239747	-0.0840861230347743	1	0.06508744	0.6144646	0.211503132252724	-0.573610748604454			-0.08575668	-0.1321001	0.038467	0.1036407	-0.03967666	0.132254	-0.02990051	0.06508744	0.132254	0.1	0.1321001	0.1	0.1036407	0.1	0.132254	0.1	0.1	0.132254				
1003	Polr1d	H151	Polr1d	Polr1d	*	GeneProduct					ENSRNOG00000000954		1	-0.123248716758241	0.142628544466362	-0.845793549774044	1	0.0238597254567505	0.799090622786596	0.0974039656867809	1	-0.0191689388852097	0.85278517804505	-0.0691603565693626	1	0.0854228064624813	0.390085472441004	0.408840223377494	1	0.152875919919261	0.208551533243481	0.680786612930423	1	0.144964693183966	0.263631839711885	0.579002139692111	1	0.119410909087414	0.306834143692224	0.513096314892351	1	0.0749349710899355	0.506713565175422	0.295237469101921	-0.845793549774044			-0.123248716758241	0.0238597254567505	-0.0191689388852097	0.0854228064624813	0.152875919919261	0.144964693183966	0.119410909087414	0.0749349710899355	0.152875919919261	0.123248716758241	0.1	0.1	0.1	0.152875919919261	0.144964693183966	0.119410909087414	0.1	0.152875919919261				
1004	Polr1e	H137	Polr1e	Polr1e	*	GeneProduct					ENSRNOG00000012664	B0BN64	1	-0.2596069	0.04977417	-1.30299597323778	1	-0.1559104	0.2958844	-0.528877931671116	1	-0.2163136	0.1843921	-0.734257689572533	1	-0.03718991	0.8110504	-0.0909521571799882	1	-0.075542	0.7161994	-0.144966047156562	1	0.08864326	0.6877589	0.162563780878839	1	0.02866394	0.8853402	0.0528898156382786	1	0.06239909	0.7441158	0.128359473879374	-1.30299597323778			-0.2596069	-0.1559104	-0.2163136	-0.03718991	-0.075542	0.08864326	0.02866394	0.06239909	-0.2596069	0.2596069	0.1559104	0.2163136	0.1	0.1	0.1	0.1	0.1	0.2596069				
1005	Polr2a	H131	Polr2a	Polr2a	*	GeneProduct					ENSRNOG00000028834	D4A5A6	1	-0.003485768	0.953606	-0.020631025054873	1	0.04965196	0.4609298	0.336365212992447	1	0.1973598	0.007207903	2.14219106648629	1	0.144565	0.04295041	1.36703268608448	1	0.1413537	0.03746636	1.42635849822469	1	0.01385127	0.8488735	0.071157023943603	1	0.03409555	0.6021526	0.220293434091681	1	0.0007673095	0.9902927	0.00423642236515585	2.14219106648629			-0.003485768	0.04965196	0.1973598	0.144565	0.1413537	0.01385127	0.03409555	0.0007673095	0.1973598	0.1	0.1	0.1973598	0.144565	0.1413537	0.1	0.1	0.1	0.1973598				
1006	Polr2b	H129	Polr2b	Polr2b	*	GeneProduct					ENSRNOG00000024779	G3V8Y5	1	-0.07943446	0.2027277	-0.693086906781852	1	-0.126597	0.07209433	-1.14209888987893	1	-0.06314925	0.4109641	-0.386196114505605	1	-0.08293311	0.2656281	-0.575725984163118	1	-0.07463236	0.3135323	-0.503717711646102	1	-0.02443091	0.7570608	-0.120869240652944	1	-0.01737158	0.8068523	-0.0932059586679458	1	-0.08165214	0.2337356	-0.631275135677601	-1.14209888987893			-0.07943446	-0.126597	-0.06314925	-0.08293311	-0.07463236	-0.02443091	-0.01737158	-0.08165214	-0.126597	0.1	0.126597	0.1	0.1	0.1	0.1	0.1	0.1	0.126597				
1007	Polr2c	H160	Polr2c	Polr2c	*	GeneProduct					ENSRNOG00000015720	Q5EB90	1	-0.09523743	0.272406	-0.564783330906852	1	-0.01933417	0.8426641	-0.0743455079228449	1	-0.04751677	0.6579896	-0.181780970669185	1	-0.03978177	0.7007374	-0.154444702571842	1	-0.1265598	0.2412212	-0.617584526389188	1	-0.220646	0.05587292	-1.25279863118594	1	-0.1893053	0.06760387	-1.17002844205337	1	-0.01115001	0.9103077	-0.0408117836959562	-1.25279863118594			-0.09523743	-0.01933417	-0.04751677	-0.03978177	-0.1265598	-0.220646	-0.1893053	-0.01115001	-0.220646	0.1	0.1	0.1	0.1	0.1265598	0.220646	0.1893053	0.1	0.220646				
1008	Polr2d	H161	Polr2d	Polr2d	*	GeneProduct					ENSRNOG00000016231	A0A8I6A2X2	1	0.03492	0.7796849	0.108080876591405	1	0.008519183	0.9518247	0.0214430293812231	1	0.1440743	0.3481502	0.45823335100148	1	0.0847294	0.5684945	0.24527373261425	1	-0.1386192	0.3656511	-0.436933115735668	1	-0.3091387	0.06000593	-1.22180582896602	1	-0.1063174	0.4687755	-0.329035094287003	1	-0.1857454	0.190123	-0.720965341478234	-1.22180582896602			0.03492	0.008519183	0.1440743	0.0847294	-0.1386192	-0.3091387	-0.1063174	-0.1857454	-0.3091387	0.1	0.1	0.1440743	0.1	0.1386192	0.3091387	0.1063174	0.1857454	0.3091387				
1009	Polr2e	H154	Polr2e	Polr2e	*	GeneProduct					ENSRNOG00000013545	B0BNE2	1	0.01671424	0.7949262	0.0996731888535971	1	0.04800203	0.5068111	0.295153881918118	1	-0.07091488	0.3715437	-0.429990098316045	1	0.07628217	0.3197543	0.49518360649367	1	0.01018961	0.9052388	0.043236839754019	1	0.02642417	0.7724485	0.11213046583373	1	0.01392567	0.8655099	0.0627279601504809	1	-0.02255346	0.7761238	-0.110068998627721	0.49518360649367			0.01671424	0.04800203	-0.07091488	0.07628217	0.01018961	0.02642417	0.01392567	-0.02255346	0.07628217	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1				
1010	Polr2f	H155	Polr2f	Polr2f	*	GeneProduct					ENSRNOG00000011214	O88828	1	-0.0126394	0.8977281	-0.0468551806493004	1	0.03739077	0.7344093	0.134061832197461	1	-0.0009130879	0.9940011	-0.00261313499537708	1	0.06943647	0.5533198	0.257023788710688	1	-0.05783485	0.666925	-0.175923002541538	1	0.001704145	0.9905016	0.00414481859023997	1	0.01836974	0.8863808	0.05237965981822	1	-0.02257413	0.8555279	-0.0677658229218645	0.257023788710688			-0.0126394	0.03739077	-0.0009130879	0.06943647	-0.05783485	0.001704145	0.01836974	-0.02257413	0.06943647	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1				
1011	Polr2g	H162	Polr2g	Polr2g	*	GeneProduct					ENSRNOG00000019439	P62489	1	-0.008302593	0.9494453	-0.02253005103488	1	-0.039199	0.7912941	-0.101662072421102	1	0.0876559	0.5866471	0.231623071855071	1	0.009779131	0.950212	0.0221794892810787	1	0.05382707	0.6799365	0.167531644628052	1	-0.14745	0.2933657	-0.532590664765146	1	-0.1605617	0.2030756	-0.692342254940575	1	0.07870902	0.5127953	0.290055963975626	-0.692342254940575			-0.008302593	-0.039199	0.0876559	0.009779131	0.05382707	-0.14745	-0.1605617	0.07870902	-0.1605617	0.1	0.1	0.1	0.1	0.1	0.14745	0.1605617	0.1	0.1605617				
1012	Polr2j	H159	Polr2j	Polr2j	*	GeneProduct					ENSRNOG00000001430	D3ZQI0	1	0.0779244595117312	0.488018253280127	0.31156393383626	1	0.113672924922573	0.367521458689341	0.434717298434763	1	-0.00174404860437706	0.989948238459206	-0.00438751281581587	1	-0.0415934694920942	0.756902285772872	-0.120960183232777	1	-0.144307453290933	0.209166931007392	-0.679506975714097	1	-0.149673270143627	0.222064614998904	-0.65352063881769	1	-0.124126249325589	0.259692939613588	-0.585539857565694	1	0.0252124166326651	0.811158389847174	0.0908943355295421	-0.679506975714097			0.0779244595117312	0.113672924922573	-0.00174404860437706	-0.0415934694920942	-0.144307453290933	-0.149673270143627	-0.124126249325589	0.0252124166326651	-0.149673270143627	0.1	0.113672924922573	0.1	0.1	0.144307453290933	0.149673270143627	0.124126249325589	0.1	0.149673270143627				
1013	Polr2k-ps2	H157	Polr2k-ps2	Polr2k-ps2		GeneProduct																																										0	0	0	0	0	0	0	0	0	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1				
1014	Polr2l-ps1	H158	Polr2l-ps1	Polr2l-ps1		GeneProduct																																										0	0	0	0	0	0	0	0	0	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1				
1015	Polr3a	K1295, H149	Polr3a	Polr3a	*	GeneProduct					ENSRNOG00000010008	E9PTB6	1	-0.0891115	0.2522766	-0.598123030743522	1	0.04533538	0.6034689	0.219345106521751	1	0.1284404	0.1785211	0.748310445815049	1	0.09694249	0.2938781	0.531832776647802	1	0.06515423	0.515201	0.28802330268617	1	-0.004601077	0.9656769	-0.0151681572480547	1	-0.08033217	0.4050515	-0.392489755195474	1	0.151383	0.1001048	0.999545097710152	0.999545097710152			-0.0891115	0.04533538	0.1284404	0.09694249	0.06515423	-0.004601077	-0.08033217	0.151383	0.151383	0.1	0.1	0.1284404	0.1	0.1	0.1	0.1	0.151383	0.151383				
1016	Polr3b	H135	Polr3b	Polr3b	*	GeneProduct					ENSRNOG00000007432	D3ZV30	1	-0.1881659	0.1030181	-0.987086464231454	1	-0.02321345	0.8576565	-0.0666866166088909	1	-0.08439924	0.5526109	-0.257580553072844	1	-0.1235588	0.3704936	-0.431219289732402	1	-0.1281798	0.3681586	-0.433965050167801	1	-0.2046968	0.1793375	-0.746328888685319	1	-0.07533355	0.5812368	-0.23564689690157	1	-0.1608736	0.2225913	-0.652491814106568	-0.987086464231454			-0.1881659	-0.02321345	-0.08439924	-0.1235588	-0.1281798	-0.2046968	-0.07533355	-0.1608736	-0.2046968	0.1881659	0.1	0.1	0.1235588	0.1281798	0.2046968	0.1	0.1608736	0.2046968				
1017	Polr3c	H163	Polr3c	Polr3c	*	GeneProduct					ENSRNOG00000033560	Q5XIL3	1	0.09951026	0.3127329	0.504826427881298	1	-0.1287711	0.248539	-0.604605453386042	1	-0.1358997	0.2650315	-0.576702505447451	1	0.1161134	0.3236443	0.489932037341696	1	-0.06347698	0.5930707	-0.226893531273768	1	0.03205946	0.7996424	0.0971041860423742	1	0.08377013	0.4602562	0.337000352508572	1	-0.04994094	0.6490894	-0.187695483087482	-0.604605453386042			0.09951026	-0.1287711	-0.1358997	0.1161134	-0.06347698	0.03205946	0.08377013	-0.04994094	-0.1358997	0.1	0.1287711	0.1358997	0.1161134	0.1	0.1	0.1	0.1	0.1358997				
1018	Polr3d	H128	Polr3d	Polr3d	*	GeneProduct					ENSRNOG00000010028	Q4FZS9	1	-0.1934701	0.05238136	-1.28082322998815	1	-0.1097773	0.3286983	-0.483202542047151	1	0.02567333	0.8342004	0.0787296062454606	1	0.008626521	0.9419256	0.025983399527204	1	-0.03227618	0.8108146	-0.0910784397491963	1	-0.05242237	0.7161611	-0.144989272425147	1	-0.03738802	0.7728239	-0.111919455591505	1	-0.1538607	0.2188225	-0.65990802455318	-1.28082322998815			-0.1934701	-0.1097773	0.02567333	0.008626521	-0.03227618	-0.05242237	-0.03738802	-0.1538607	-0.1934701	0.1934701	0.1097773	0.1	0.1	0.1	0.1	0.1	0.1538607	0.1934701				
1019	Polr3e	H164	Polr3e	Polr3e	*	GeneProduct					ENSRNOG00000016960	D3ZP45	1	-0.1805516	0.1093412	-0.961216164114496	1	-0.08874916	0.483296	-0.315786799285114	1	-0.08998443	0.516135	-0.287236689677431	1	0.1070768	0.4226929	0.373975046982238	1	-0.1203709	0.3553476	-0.449346613414959	1	-0.1862699	0.181522	-0.741070732062638	1	-0.1731576	0.1670426	-0.777172758878591	1	-0.06098493	0.6119203	-0.213305139168532	-0.961216164114496			-0.1805516	-0.08874916	-0.08998443	0.1070768	-0.1203709	-0.1862699	-0.1731576	-0.06098493	-0.1862699	0.1805516	0.1	0.1	0.1070768	0.1203709	0.1862699	0.1731576	0.1	0.1862699				
1020	Polr3f	H165	Polr3f	Polr3f	*	GeneProduct					ENSRNOG00000007548	D3ZQ56	1	0.02070072	0.8436064	0.0738601341552386	1	0.01453281	0.9021339	0.0447289971417825	1	-0.09955708	0.4424041	-0.35418085684096	1	0.1737281	0.1635821	0.786264220814691	1	-0.1653448	0.1793816	-0.746222106600125	1	-0.1520391	0.2473903	-0.606617332754841	1	-0.0811698	0.4909458	-0.308966450973164	1	-0.2697049	0.0182065	-1.73977353453358	-1.73977353453358			0.02070072	0.01453281	-0.09955708	0.1737281	-0.1653448	-0.1520391	-0.0811698	-0.2697049	-0.2697049	0.1	0.1	0.1	0.1737281	0.1653448	0.1520391	0.1	0.2697049	0.2697049				
1021	Polr3h	H139	Polr3h	Polr3h	*	GeneProduct					ENSRNOG00000004471	F7FCX9	1	0.058817	0.6773775	0.169169233124116	1	0.1715025	0.2795339	0.553565516256369	1	-0.1869462	0.2871848	-0.54183854998272	1	0.08589377	0.6110377	0.21393199369056	1	-0.1061213	0.4814	-0.317493914060989	1	-0.1618598	0.3155219	-0.500970491509955	1	-0.06525814	0.6509532	-0.186450233724225	1	-0.1578082	0.2573893	-0.589409511229398	-0.589409511229398			0.058817	0.1715025	-0.1869462	0.08589377	-0.1061213	-0.1618598	-0.06525814	-0.1578082	-0.1869462	0.1	0.1715025	0.1869462	0.1	0.1061213	0.1618598	0.1	0.1578082	0.1869462				
1022	Polr3k	H140	Polr3k	Polr3k	*	GeneProduct					ENSRNOG00000017843	F7EUV2	1	-0.0472865	0.6538485	-0.184522868244552	1	0.03273333	0.7823161	0.106617731917839	1	-0.1531232	0.2378401	-0.623714921203728	1	-0.287042	0.02299179	-1.63842721590512	1	-0.07146867	0.5671267	-0.246319905897384	1	-0.0923825	0.4877119	-0.311836647645497	1	-0.03846311	0.7474263	-0.126431624516998	1	0.09239243	0.4188287	0.377963566189547	-1.63842721590512			-0.0472865	0.03273333	-0.1531232	-0.287042	-0.07146867	-0.0923825	-0.03846311	0.09239243	-0.287042	0.1	0.1	0.1531232	0.287042	0.1	0.1	0.1	0.1	0.287042				
1023	Polrmt	H132	Polrmt	Polrmt	*	GeneProduct					ENSRNOG00000024879	D3ZYB6	1	0.02803027	0.7004	0.154653862588591	1	0.05207107	0.5250567	0.279793795322621	1	0.0001580448	0.9985932	0.000611395633734995	1	0.05787068	0.5056746	0.296128860401232	1	-0.08528522	0.3061913	-0.514007153336224	1	-0.002948585	0.973518	-0.0116560141199082	1	0.006230684	0.9378252	0.0278781016527215	1	-0.0179442	0.8157069	-0.088465864014707	-0.514007153336224			0.02803027	0.05207107	0.0001580448	0.05787068	-0.08528522	-0.002948585	0.006230684	-0.0179442	-0.08528522	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1				
1024	Pomgnt2	K1296	Pomgnt2	Pomgnt2	*	GeneProduct					ENSRNOG00000019492	Q5NDF0	1	-0.05485338	0.748937	-0.125554713279308	1	-0.1321063	0.4940625	-0.306218108387697	1	0.009894091	0.9625026	0.0165980886619263	1	0.1929834	0.3431095	0.464567257051783	1	0.07105337	0.6482514	0.188256536630932	1	0.1359897	0.4122309	0.384859457494891	1	0.1763671	0.2373414	0.624626500200985	1	0.1756577	0.2218848	0.653872447665363	0.653872447665363			-0.05485338	-0.1321063	0.009894091	0.1929834	0.07105337	0.1359897	0.1763671	0.1756577	0.1929834	0.1	0.1321063	0.1	0.1929834	0.1	0.1359897	0.1763671	0.1756577	0.1929834				
1025	Pparg	H375	Pparg	Pparg	*	GeneProduct					ENSRNOG00000008839	O88275	1	0.05904127	0.8878857	0.0516429385618079	1	0.3598624	0.4447165	0.351916756932862	1	-0.04758505	0.9260356	-0.033372317220477	1	0.302768	0.5380275	0.269195525833563	1	-0.4869265	0.2392473	-0.621152954707724	1	-0.9279439	0.03753413	-1.42557364615108	1	-0.8076326	0.04319804	-1.36453595773359	1	-0.6691996	0.0811233	-1.09085439106498	-1.42557364615108			0.05904127	0.3598624	-0.04758505	0.302768	-0.4869265	-0.9279439	-0.8076326	-0.6691996	-0.9279439	0.1	0.3598624	0.1	0.302768	0.4869265	0.9279439	0.8076326	0.6691996	0.9279439				
1026	Ppat	K1297, H227	Ppat	Ppat	*	GeneProduct					ENSRNOG00000002128	P35433	1	-0.1786036	0.04207283	-1.37599827448058	1	-0.07533909	0.4449197	-0.351718364285941	1	-0.1129698	0.2941538	-0.531425536845219	1	0.1732582	0.0955212	1.01990023028815	1	-0.02294371	0.8541722	-0.0684545672841254	1	0.04483942	0.7362378	0.132981888723114	1	-0.1309554	0.275607	-0.55970975620285	1	0.05186555	0.653199	0.184954488808018	-1.37599827448058			-0.1786036	-0.07533909	-0.1129698	0.1732582	-0.02294371	0.04483942	-0.1309554	0.05186555	-0.1786036	0.1786036	0.1	0.1129698	0.1732582	0.1	0.1	0.1309554	0.1	0.1786036				
1027	Ppcs	H145	Ppcs	Ppcs	*	GeneProduct					ENSRNOG00000008572	D4A6X7	1	0.0378981	0.7922487	0.101138464770404	1	-0.1878831	0.2465201	-0.608147664771318	1	-0.206919	0.2419479	-0.616278143021652	1	0.1019357	0.552599	0.257589905331333	1	0.2176232	0.1027476	0.988228313675053	1	0.1648879	0.2478715	0.60577340507678	1	0.03893622	0.7619842	0.118054033809947	1	0.06721266	0.5873885	0.231074560427165	0.988228313675053			0.0378981	-0.1878831	-0.206919	0.1019357	0.2176232	0.1648879	0.03893622	0.06721266	0.2176232	0.1	0.1878831	0.206919	0.1019357	0.2176232	0.1648879	0.1	0.1	0.2176232				
1028	Ppt1	K1298	Ppt1	Ppt1	*	GeneProduct					ENSRNOG00000012616	P45479	1	-0.03203041	0.7344596	-0.134032088205403	1	0.07406913	0.485794	0.313547853431636	1	0.05497306	0.637762	0.195341361044706	1	-0.03015139	0.790066	-0.102336627394952	1	0.2615137	0.01150502	1.93911262202949	1	0.02418952	0.8283311	0.0817960325867105	1	-0.04790473	0.6342085	-0.197767941624038	1	-0.003136711	0.9741682	-0.0113660513090372	1.93911262202949			-0.03203041	0.07406913	0.05497306	-0.03015139	0.2615137	0.02418952	-0.04790473	-0.003136711	0.2615137	0.1	0.1	0.1	0.1	0.2615137	0.1	0.1	0.1	0.2615137				
1029	Ppt2	K1299, H373	Ppt2	Ppt2	*	GeneProduct					ENSRNOG00000000435	O70489	1	-0.0149395339560078	0.861402469060101	-0.0647938877421666	1	-0.0798498212748811	0.408421055826351	-0.38889187629748	1	0.0245843039137435	0.815478536737029	0.0885874650336863	1	-0.0329908662377976	0.746925184966366	-0.126722896689914	1	0.00794540986726807	0.940535419297215	0.0266248448603441	1	-0.0093876248602698	0.93423241475187	-0.0295450682153902	1	0.0877244772610615	0.389952627737964	0.408988148772484	1	-0.0135404749992218	0.89077127351064	-0.050233796978117	0.408988148772484			-0.0149395339560078	-0.0798498212748811	0.0245843039137435	-0.0329908662377976	0.00794540986726807	-0.0093876248602698	0.0877244772610615	-0.0135404749992218	0.0877244772610615	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1				
